Customer_ID,Age,Annual_Income_K,Spending_Score,Purchase_Frequency,Avg_Order_Value,Customer_Lifetime_Value,Years_Customer,Primary_Category,Gender
CUST_0393,28,114.5,61,20,10.0,181.33,8,Beauty,Female
CUST_0394,65,117.58,76,25,26.81,690.62,0,Beauty,Female
CUST_0395,58,123.96,18,16,21.59,369.64,9,Fashion,Male
CUST_0396,38,101.96,50,14,144.85,166.34,2,Electronics,Male
CUST_0397,23,77.49,40,8,25.24,318.3,0,Electronics,Female
CUST_0398,60,86.9,15,18,10.0,100.0,1,Electronics,Female
CUST_0399,42,118.7,37,15,10.0,568.55,11,Beauty,Male
CUST_0400,58,57.99,7,12,10.0,349.26,7,Sports,Male
CUST_0401,24,93.56,3,17,10.0,302.52,6,Fashion,Male
CUST_0402,36,70.7,14,16,10.0,255.73,1,Home & Garden,Female
CUST_0403,44,83.36,96,15,54.11,806.96,1,Sports,Female
CUST_0404,44,120.85,55,22,10.0,406.64,8,Home & Garden,Male
CUST_0405,38,88.23,96,17,10.0,228.09,12,Sports,Female
CUST_0406,51,83.89,43,13,10.0,386.68,12,Electronics,Female
CUST_0407,31,41.7,31,18,91.11,593.62,5,Beauty,Female
CUST_0408,42,104.89,51,14,10.0,159.82,4,Home & Garden,Female
CUST_0409,45,101.86,44,15,101.81,263.44,9,Sports,Female
CUST_0410,50,147.4,11,10,55.45,411.08,5,Beauty,Male
CUST_0411,52,73.27,64,14,31.43,327.75,8,Home & Garden,Female
CUST_0412,30,89.07,22,18,27.34,100.0,10,Fashion,Male
CUST_0413,25,89.98,62,14,28.69,590.33,6,Sports,Male
CUST_0414,59,129.82,65,16,10.0,918.66,14,Fashion,Male
CUST_0415,47,79.64,16,19,10.0,246.51,9,Electronics,Male
CUST_0416,35,90.87,7,16,51.34,100.0,9,Fashion,Male
CUST_0417,62,100.74,78,17,10.0,125.68,13,Fashion,Male
CUST_0418,45,88.1,46,9,10.0,365.79,8,Sports,Female
CUST_0419,58,69.11,6,11,10.0,376.99,3,Electronics,Male
CUST_0420,44,88.32,99,5,94.04,568.68,1,Fashion,Female
CUST_0421,68,114.71,6,20,73.82,246.94,11,Beauty,Male
CUST_0422,65,51.7,69,24,10.0,192.55,7,Home & Garden,Female
CUST_0423,41,86.49,98,14,56.22,248.55,3,Fashion,Female
CUST_0424,55,61.5,24,15,10.0,361.94,12,Electronics,Male
CUST_0425,51,118.35,15,12,10.0,464.46,8,Fashion,Female
CUST_0426,60,36.8,13,21,10.0,100.0,14,Home & Garden,Female
CUST_0427,32,65.73,31,18,84.72,542.43,14,Electronics,Female
CUST_0428,52,93.82,11,15,10.0,335.45,3,Sports,Female
CUST_0429,56,129.47,69,16,10.0,745.85,14,Electronics,Female
CUST_0430,22,80.53,7,13,10.0,100.0,7,Sports,Female
CUST_0431,29,65.84,51,11,101.79,100.0,8,Electronics,Male
CUST_0432,19,138.93,99,15,95.19,545.08,12,Home & Garden,Male
CUST_0433,40,39.06,81,13,114.84,421.68,8,Home & Garden,Female
CUST_0434,52,16.54,61,18,10.0,575.34,9,Electronics,Male
CUST_0435,62,95.7,31,15,24.35,425.62,3,Fashion,Female
CUST_0436,44,67.44,62,14,10.0,272.34,0,Home & Garden,Male
CUST_0437,63,51.86,53,10,79.03,100.0,14,Sports,Female
CUST_0438,27,103.75,43,15,10.0,582.5,2,Sports,Female
CUST_0439,23,89.81,13,27,19.82,100.0,8,Beauty,Male
CUST_0440,43,65.58,88,13,10.0,720.85,3,Sports,Male
CUST_0441,48,44.09,45,12,10.0,166.3,4,Beauty,Female
CUST_0442,43,108.67,20,11,10.0,595.46,6,Electronics,Female
CUST_0443,19,102.01,37,14,10.0,450.8,4,Electronics,Male
CUST_0444,42,79.52,41,13,10.0,254.65,3,Electronics,Male
CUST_0445,28,137.9,82,19,10.0,417.92,14,Fashion,Female
CUST_0446,52,50.4,73,13,46.71,251.61,1,Fashion,Female
CUST_0447,48,36.73,77,18,10.0,390.13,14,Beauty,Male
CUST_0448,32,61.74,2,16,17.2,144.92,1,Sports,Male
CUST_0449,37,81.13,42,8,69.01,169.5,12,Sports,Female
CUST_0450,31,89.8,48,17,10.0,290.47,12,Electronics,Male
CUST_0451,43,75.26,2,18,10.0,172.24,3,Home & Garden,Male
CUST_0452,55,93.06,26,24,10.0,100.0,9,Fashion,Female
CUST_0453,32,44.95,76,12,63.48,409.54,12,Fashion,Male
CUST_0454,50,125.81,14,12,22.29,100.0,9,Electronics,Female
CUST_0455,37,80.04,53,18,10.0,100.0,12,Fashion,Male
CUST_0456,34,116.02,22,15,35.8,100.0,14,Electronics,Female
CUST_0457,42,92.78,2,19,10.0,100.0,8,Beauty,Female
CUST_0458,31,96.2,24,18,43.69,100.0,7,Sports,Male
CUST_0459,37,99.59,97,22,30.39,348.38,2,Home & Garden,Female
CUST_0460,29,95.93,80,12,10.0,822.51,14,Sports,Male
CUST_0461,67,101.78,95,11,10.0,383.39,13,Sports,Female
CUST_0462,44,122.37,49,18,10.0,427.3,8,Beauty,Female
CUST_0463,35,88.4,11,23,35.58,289.89,13,Fashion,Male
CUST_0464,46,103.77,55,14,71.83,398.75,4,Home & Garden,Male
CUST_0465,42,79.81,45,14,10.0,279.13,10,Fashion,Male
CUST_0466,41,125.7,84,19,35.49,264.35,2,Sports,Female
CUST_0467,51,62.21,10,14,10.0,444.6,4,Electronics,Male
CUST_0468,53,136.53,49,17,10.0,781.5,12,Sports,Male
CUST_0469,37,81.3,15,7,10.0,100.0,9,Fashion,Male
CUST_0470,37,39.58,33,11,10.0,100.0,12,Sports,Male
CUST_0471,40,86.34,73,16,10.0,335.72,3,Electronics,Female
CUST_0472,18,62.07,48,10,10.0,100.0,7,Beauty,Male
CUST_0473,25,107.72,38,17,25.38,430.63,12,Fashion,Female
CUST_0474,60,62.92,40,12,10.0,100.19,11,Sports,Male
CUST_0475,63,69.11,46,16,10.0,709.24,4,Fashion,Male
CUST_0476,41,25.81,78,21,10.0,523.74,9,Beauty,Female
CUST_0477,50,68.93,89,17,10.0,447.38,11,Sports,Female
CUST_0478,47,15.0,95,15,24.38,520.4,7,Sports,Female
CUST_0479,70,34.98,78,13,10.0,525.15,8,Fashion,Male
CUST_0480,57,105.31,32,16,10.0,193.84,3,Fashion,Male
CUST_0481,42,106.07,69,18,10.0,255.9,6,Electronics,Female
CUST_0482,32,95.26,44,8,78.94,338.16,1,Beauty,Male
CUST_0483,24,53.49,26,12,10.0,357.31,5,Electronics,Male
CUST_0484,46,81.07,84,17,27.26,441.95,7,Sports,Female
CUST_0485,34,82.39,4,7,15.3,100.0,11,Fashion,Female
CUST_0486,26,47.75,90,23,10.0,204.93,6,Sports,Female
CUST_0487,36,127.6,46,17,51.17,378.41,6,Sports,Female
CUST_0488,31,108.82,64,11,21.65,394.51,7,Home & Garden,Female
CUST_0489,64,75.87,66,18,33.0,744.25,6,Home & Garden,Male
CUST_0490,54,83.31,89,12,204.64,156.42,4,Sports,Male
CUST_0491,43,88.75,64,8,10.0,470.62,6,Fashion,Female
CUST_0492,61,21.25,61,9,88.36,523.32,12,Sports,Female
CUST_0493,44,75.08,7,18,10.0,625.46,13,Home & Garden,Male
CUST_0494,33,62.04,52,14,20.57,199.2,9,Fashion,Male
CUST_0495,62,52.45,15,14,10.0,248.19,2,Sports,Male
CUST_0496,50,74.07,74,11,10.0,484.09,4,Beauty,Female
CUST_0497,31,136.43,51,12,10.0,464.96,6,Beauty,Male
CUST_0498,41,101.73,68,16,26.65,387.68,14,Sports,Male
CUST_0499,33,65.36,5,12,10.0,232.92,8,Fashion,Female
CUST_0500,27,99.68,9,16,47.5,100.0,14,Sports,Female
